834088026584584000,000
2831413603,445
∞
-407638973,822
-5,898
-0,612
-0,292
1065232254,106
-504429991,657
-136128702941184000,000
-236644770,892
-305236108,014
2732126411,099
1103237281,240
69537285,615
1,353
-0,161
686297446763811000,000
-0,700
-362639559,429
-0,643
-2896301210,340
-259096933,194
-0,157
826373659,981
0,000
1737553266,514
-3224363028,747
-670676615,574
∞
-0,559
∞
-618303230,480
0,000
0,000
755609920759610000,000
-1252497004,440
2399126417,648
-311922258,997
1595217809,785
3167166536,369
1,843
387480260,003
-0,240
1308170789,598
0,215
-0,731
136952165,666
-0,604
∞
-1119136019,307
0,000
1,000
-1,905
2199593097430710000,000
-426957426,026
-2848296337,079
841318767523331000,000
3158548769,545
2642208090,308
-294193824,908
2596866879,660
-360284259,420
-258686238,250
4165468827,260
0,000
1258345250351370000,000
1982288114,423
-693465890,154
-69333257,529
693441741,393
-32262722512997800,000
-0,980
27,182
∞
-1768871927,025
3,503
953536650,783
-0,608
0,044
2660483087,537
∞
1796122207880880000,000
-1729984158757730000,000
0,800
-261554720099114000,000
0,700
7,945
261377006556606000,000
1117800436,674
0,000
1850957187,408
-885541360,263
1827516235,828
358084297881335000,000
1,508
907494269530988000,000
2920836779929540000,000
-91,431
-1204238613629660000,000
0,000
2179893344,615
-0,333
241459412,255
-18,904
0,026
1126613913533260000,000
-379344996,344
-723949576,897
0,938
3309756056,522
-340401673375387000,000
-108612743998916000,000
-0,908
-0,821
-52134001236646800,000
-2293667047,864
-779744262,806
-605821701,587
2614126757,153
829426994,486
1499189017,001
-3841196258,161
-1545382514,925
1454068970143340000,000
1314528080,781
-2209017206,157
1,771
0,000
12,177
4469934859632390000,000
815023040,417
0,000
3104926775292820000,000
-608307974,616
-967960859609414000,000
2336024295494190000,000
672407642187878000,000
-0,140
446424546223453000,000
∞
-2599854470306490000,000
1137620197,912
-543075795073827000,000
-435302152,250
374313529,310
-0,933
-1,096
-134877737,441
-1,083
566060016,053
-0,499
0,611
0,000
-1355391241910710000,000
1,456
944214360,536
-211690003,561
∞
∞
-5,703
-1502532111,218
8,250
1,463
3351977946,222
0,000
731094419454940000,000
-2681223839,235
-1208208321,725
∞
0,120
0,000
∞
-2189333657,531
1868116034,990
-2685402485,497
-3845703684,681
44462213,939
-0,070
556816912,623
0,000
1796101059,808
-0,380
0,000
-234611611397802000,000
3,108
1190405573,736
-741382521,847
-1120607189185520000,000
∞
0,000
-850139228,921
-330226871,482
937143922,467
1669397913,472
2496946449395170000,000
-3671281544,270
419330724,926
2226429890973850000,000
-0,074
630393789,827
2211263931,185
-1,153
605771974,910
-0,598
669867909,568
410535248,634
1933604819,083
0,000
564924273,072
-1187388877695980000,000
1495097469,658
75017281795032600,000
-1404304892219040000,000
-1040525263,350
0,371
3289201010,841
2562238003,509
-4217283547104670000,000
-0,906
207483888811775000,000
-225564785,006
0,699
-354885370,498
10915458638940200,000
2593720309,890
-1380577651,723
-721223285,139
194418891,075
1,229
-3306600931758690000,000
-2262760254,342
861877441,844
-2524956102823440000,000
-2207866922,693
1,776
0,000
1375635424082070000,000
1307554406,254
-2160334366409320000,000
-3678144055,504
717524189,385
0,216
45153377802377600,000
6,974
-2558797844,254
-0,694
2589306969,945
∞
-0,435
4006671068742020000,000
1504715401,444
-61758860,082
-756626811,909
-1694265734,582
-751428828922302000,000
-2480411494,410
-3,129
2374492803,300
-0,201
-1019080492,273
-3,864
-520954681,421
-2270303893781380000,000
2,777
1,000
1532520026,609
-1180710976,563
-663298798,551
0,000
-456635503,427
3621746226,619
1052745387,782
-1,718
-1,168
-82446709,263
0,289
-3409448699,818
2954544554906490000,000
0,000
-1826418278,602
1118480286,612
-1,993
0,193
3581199871,182
1134092294,242
2077769626,070
0,000
-2517635934552590000,000
-568610522093012000,000
3122122719,894
1,803
-0,881
2858168267,886
-84405146,996
-0,077
-1,306
0,000
1,246
1,587
-2,784
-238103817,245
3,165
-1,720
0,000
-1027799805,315
0,523
-786371478285042000,000
-1345333611,789
-376111614,720
1891495517048440000,000
-2053251558433240000,000
1252352533,028
-781899100,383
-1,661
3604719445,353
-2,226
5,278
3131425399,991
2121110536,295
-798606893,982
-1,024
1550782785,913
297611992,914
-345547386306221000,000
-1899214198644930000,000
-747942686,392
∞
-23455969656690400,000
723673511,461
-1473556794,607
1,006
631105300,663
∞
-1,578
∞
-1070240010055990000,000
-3741506586,677
196685827,934
∞
673688630,291
637257356617391000,000
-760682998,558
-0,557
2264389758025000000,000
∞
2080196468801280000,000
-493676493,333
0,000
2658006782,006
761674265,865
-3500689206616450000,000
-1,043
-1187338342510460000,000
0,850
-613785399,764
-0,483
-2697156114,872
-410678479452141000,000
-876740827,139
-533831247978550000,000
-25,755
3174264365,516
-1076676331,271
1,137
839835077,783
-259522946945704000,000
216663143,215
-3442312308,994
-2879323386135680000,000
-2368894708,502
0,000
1235523073,435
0,000
970076893,813
0,000
0,000
-0,219
-1810176301,793
37733717,933
0,000
∞
-799967796698767000,000
-537257580,613
-937737305,743
3,100
1108212339,004
185286819738939000,000
-697656074,354
∞
-1,468
∞
388238027584817000,000
513324929,463
703540666694993000,000
0,000
3,075
-67811025053874300,000
∞
0,868
∞
1368976029,978
-1,393
-0,915
-1523679529,599
∞
2788511911,008
-1143280459768170000,000
∞
-2158697824,549
-3730179819,508
-500536136,822
-140652655370008000,000
-1145104076,876
362013850,147
0,029
0,551
1113045575,129
1,117
-2224065245791370000,000
-0,056
13013063674375500,000
1310730905,909
-1,133
-3077397359,021
∞
1591213818,586
0,000
505744348,285
-267173687,324
-0,366
1,035
-0,824
-0,256
3249032010,892
1413626471,993
-1,442
-187604065,427
-3054663524,521
∞
-1,182
-646461721,901
279872536,802
157401325342811000,000
507039588715343000,000
-391449629,476
-721472929010135000,000
-2150721406,011
-1677163339590920000,000
